,cat,word/character,pronunciation,definition,code,alt,full_pronunciation
3120,1311,漫,màn,overflow,t,,màn
3121,1312,予,yǔ,"(Equivalent:  予以 yǔyǐ, =给予 jǐyǔ) give, grant",s,,yǔ
3122,1312,予,yǔ,"(Equivalent:  予以 yǔyǐ, =給予 jǐyǔ) give, grant",t,,yǔ
3123,1312,予,yú,"<archaic> (Equivalent:  吾 wú) I, me",s,,yú
3124,1312,予,yú,"<archaic> (Equivalent:  吾 wú) I, me",t,,yú
3125,1313,紫,zǐ,"purple, violet",s,,zǐ
3126,1313,紫,zǐ,"purple, violet",t,,zǐ
3127,1314,侧,cè,side,s,,cè
3128,1314,側,cè,side,t,,cè
3129,1315,沿,yán,along,s,,yán
3130,1315,沿,yán,along,t,,yán
3131,1316,拔,bá,"raise, pull",s,,bá
3132,1316,拔,bá,"raise, pull",t,,bá
3133,1317,袖,xiù,(袖子) sleeve,s,,xiù
3134,1317,袖,xiù,(袖子) sleeve,t,,xiù
3135,1318,梁,liáng,"bridge, roof beam",s,,liáng
3136,1318,梁,liáng,"bridge, roof beam",t,,liáng
3137,1318,脊梁骨,liáng, backbone,s,,backbone
3138,1318,脊梁骨,liáng,脊梁骨 backbone,t,,backbone
3139,1319,赏,shǎng,"reward, admire",s,,shǎng
3140,1319,賞,shǎng,"reward, admire",t,,shǎng
3141,1320,幕,mù,curtain,s,,mù
3142,1320,幕,mù,curtain,t,,mù
3143,1321,壁,bì,"wall, cliff",s,,bì
3144,1321,壁,bì,"wall, cliff",t,,bì
3145,1322,旦,dàn,<archaic> dawn,s,,dàn
3146,1322,旦,dàn,<archaic> dawn,t,,dàn
3147,1323,晨,chén,(早晨 zǎochen) morning,s,,chén
3148,1323,晨,chén,(早晨 zǎochen) morning,t,,chén
3149,1324,纯,chún,(纯洁 chúnjié) pure,s,,chún
3150,1324,純,chún,(純潔 chúnjié) pure,t,,chún
3151,1325,闭,bì,shut,s,,bì
3152,1325,閉,bì,shut,t,,bì
3153,1326,凉,liáng,"cool, cold",s,,liáng
3154,1326,涼,liáng,"cool, cold",t,,liáng
3155,1326,凉,liàng,make cool,s,,liàng
3156,1326,涼,liàng,make cool,t,,liàng
3157,1327,扫,sǎo,sweep,s,,sǎo
3158,1327,掃,sǎo,sweep,t,,sǎo
3159,1327,扫帚,sào, sàozhou broom,s,,sàozhou
3160,1327,掃帚,sào,掃帚 sàozhou broom,t,,sàozhou
3161,1328,尤,yóu,fault,s,,yóu
3162,1328,尤,yóu,fault,t,,yóu
3163,1329,炮,pào,cannon,s,,pào
3164,1329,炮,pào,cannon,t,,pào
3165,1329,炮,bāo,quick-fry,s,,bāo
3166,1329,炮,bāo,quick-fry,t,,bāo
3167,1330,碗,wǎn,bowl,s,,wǎn
3168,1330,碗,wǎn,bowl,t,,wǎn
3169,1331,贴,tiē,"stick, paste, glue, stay close to",s,,tiē
3170,1331,貼,tiē,"stick, paste, glue, stay close to",t,,tiē
3171,1332,插,chā,"insert, stick in",s,,chā
3172,1332,插,chā,"insert, stick in",t,,chā
3173,1333,滚,gǔn,"roll, boil",s,,gǔn
3174,1333,滾,gǔn,"roll, boil",t,,gǔn
3175,1334,缘,yuán,"缘故 cause, reason",s,,yuán
3176,1334,緣,yuán,"緣故 cause, reason",t,,yuán
3177,1335,寺,sì,"temple, Buddhist monastery",s,,sì
3178,1335,寺,sì,"temple, Buddhist monastery",t,,sì
3179,1336,贝,bèi,shellfish,s,,bèi
3180,1336,貝,bèi,shellfish,t,,bèi
3181,1337,润,rùn,湿润 shīrùn moist,s,,rùn
3182,1337,潤,rùn,濕潤 shīrùn moist,t,,rùn
3183,1338,氏,shì,"surname, family name, (Equivalent:  氏族 shìzú) clan",s,,shì
3184,1338,氏,shì,"surname, family name, (Equivalent:  氏族 shìzú) clan",t,,shì
3185,1339,冬,dōng,"(Equivalent:  冬天 dōngtiān, =冬季 dōngjì) winter",s,,dōng
3186,1339,冬,dōng,"(Equivalent:  冬天 dōngtiān, =冬季 dōngjì) winter",t,,dōng
3187,1340,扩,kuò,"扩大 kuòdà enlarge, expand",s,,kuò
3188,1340,擴,kuò,"擴大 kuòdà enlarge, expand",t,,kuò
3189,1341,栏,lán,"fence, railing",s,,lán
3190,1341,欄,lán,"fence, railing",t,,lán
3191,1342,荒,huāng,"desolate, wasteland, famine",s,,huāng
3192,1342,荒,huāng,"desolate, wasteland, famine",t,,huāng
3193,1342,荒谬,huāng, huāngmiù absurd,s,,huāngmiù
3194,1342,荒謬,huāng, huāngmiù absurd,t,,huāngmiù
3195,1343,哲,zhé,哲学 zhéxué philosophy,s,,zhé
3196,1343,哲,zhé,哲學 zhéxué philosophy,t,,zhé
3197,1344,逼,bī,"force, compel",s,,bī
3198,1344,逼,bī,"force, compel",t,,bī
3199,1345,吓,xià,"frighten, scare",s,,xià
3200,1345,嚇,xià,"frighten, scare",t,,xià
3201,1346,堆,duī,"pile, heap",s,,duī
3202,1346,堆,duī,"pile, heap",t,,duī
3203,1347,撞,zhuàng,"collide, run into",s,,zhuàng
3204,1347,撞,zhuàng,"collide, run into",t,,zhuàng
3205,1348,郎,láng,young man,s,,láng
3206,1348,郎,láng,young man,t,,láng
3209,1349,俩,liǎ,"two, both",s,,liǎ
3210,1349,倆,liǎ,"two, both",t,,liǎ
3211,1349,伎俩,liǎng," jìliǎng trick, intrigue, maneuver, skill, dexterity, craft",s,,jìliǎng
3212,1349,伎倆,liǎng,"伎倆 jìliǎng trick, intrigue, maneuver, skill, dexterity, craft",t,,jìliǎng
3213,1350,蓝,lán,(蓝色) blue,s,,lán
3214,1350,藍,lán,(藍色) blue,t,,lán
3215,1351,闲,xián,"idle, free time",s,,xián
3216,1351,閑,xián,"idle, free time",t,,xián
3217,1352,辛,xīn,suffering,s,,xīn
3218,1352,辛,xīn,suffering,t,,xīn
3219,1353,镜,jìng,"(Equivalent:  镜子 jìngzi) mirror, lens",s,,jìng
3220,1353,鏡,jìng,"(Equivalent:  鏡子 jìngzi) mirror, lens",t,,jìng
3221,1354,陪,péi,(Equivalent:  陪同 péitóng) accompany,s,,péi
3222,1354,陪,péi,(Equivalent:  陪衕 péitóng) accompany,t,,péi
3223,1355,骑,qí,ride (horse/bike),s,,qí
3224,1355,騎,qí,ride (horse/bike),t,,qí
3225,1355,骑,jì,rider,s,,jì
3226,1355,騎,jì,rider,t,,jì
3227,1356,蛋,dàn,egg,s,,dàn
3228,1356,蛋,dàn,egg,t,,dàn
3229,1357,促,cù,urge,s,,cù
3230,1357,促,cù,urge,t,,cù
3231,1358,羊,yáng,sheep,s,,yáng
3232,1358,羊,yáng,sheep,t,,yáng
3233,1359,宜,yí,(Equivalent:  适宜 shìyí) suitable,s,,yí
3234,1359,宜,yí,(Equivalent:  適宜 shìyí) suitable,t,,yí
3235,1360,嘛,ma,<particle for persuation>,s,,ma
3236,1360,嘛,ma,<particle for persuation>,t,,ma
3237,1360,嘛,má,<interrogative particle> (Equivalent:  吗 ma),s,,má
3238,1360,嘛,má,<interrogative particle> (Equivalent:  嗎 ma),t,,má
3239,1361,颜,yán,颜色 yánsè colour,s,,yán
3240,1361,顏,yán,顏色 yánsè colour,t,,yán
3241,1362,贫,pín,"(Equivalent:  贫苦 pínkù, =贫穷 píngqióng) poor",s,,pín
3242,1362,貧,pín,"(Equivalent:  貧苦 pínkù, =貧窮 píngqióng) poor",t,,pín
3243,1363,幅,fú,"width of cloth, size, <classifier for cloth, paintings etc.>",s,,fú
3244,1363,幅,fú,"width of cloth, size, <classifier for cloth, paintings etc.>",t,,fú
3245,1364,驻,zhù,"stay, halt, be stationed",s,,zhù
3246,1364,駐,zhù,"stay, halt, be stationed",t,,zhù
3247,1365,萍,píng,(Equivalent:  浮萍 fúpíng) duckweed,s,,píng
3248,1365,萍,píng,(Equivalent:  浮萍 fúpíng) duckweed,t,,píng
3249,1366,污,wū,foul,s,,wū
3250,1366,污,wū,foul,t,,wū
3251,1367,杰,jié,杰出 outstanding,s,,jié
3252,1367,傑,jié,傑齣 outstanding,t,,jié
3253,1368,扑,pū,pounce on,s,,pū
3254,1368,撲,pū,pounce on,t,,pū
3255,1369,壮,zhuàng,"robust, magnificent",s,,zhuàng
3256,1369,壯,zhuàng,"robust, magnificent",t,,zhuàng
3257,1370,萨,sà,"菩萨 púsà bodhisattva, benevolent being, <family name>",s,,sà
3258,1370,薩,sà,"菩薩 púsà bodhisattva, benevolent being, <family name>",t,,sà
3259,1371,刑,xíng,punishment,s,,xíng
3260,1371,刑,xíng,punishment,t,,xíng
3261,1372,忧,yōu,"worry, grieve",s,,yōu
3262,1372,憂,yōu,"worry, grieve",t,,yōu
3263,1373,貌,mào,(面貌) appearance,s,,mào
3264,1373,貌,mào,(麵貌) appearance,t,,mào
3265,1374,狱,yù,lawsuit,s,,yù
3266,1374,獄,yù,lawsuit,t,,yù
3267,1375,塞,sāi,"fill in, stuff, cork",s,,sāi
3268,1375,塞,sāi,"fill in, stuff, cork",t,,sāi
3269,1375,塞,sài,"place of strategic importance, border pass",s,,sài
3270,1375,塞,sài,"place of strategic importance, border pass",t,,sài
3271,1376,凤,fèng,male phoenix (fabulous bird of good omen),s,,fèng
3272,1376,鳳,fèng,male phoenix (fabulous bird of good omen),t,,fèng
3273,1377,孔,kǒng,hole,s,,kǒng
3274,1377,孔,kǒng,hole,t,,kǒng
3275,1378,触,chù,touch,s,,chù
3276,1378,觸,chù,touch,t,,chù
3277,1379,恋,liàn,恋爱 love (as in love affair),s,,liàn
3278,1379,戀,liàn,戀愛 love (as in love affair),t,,liàn
3279,1380,岂,qǐ,(rhetorical adverb),s,,qǐ
3280,1380,豈,qǐ,(rhetorical adverb),t,,qǐ
3281,1381,森,sēn,(Equivalent:  森林 sēnlín) forest,s,,sēn
3282,1381,森,sēn,(Equivalent:  森林 sēnlín) forest,t,,sēn
3283,1382,繁,fán,numerous,s,,fán
3284,1382,繁,fán,numerous,t,,fán
3285,1383,碎,suì,smash to pieces,s,,suì
3286,1383,碎,suì,smash to pieces,t,,suì
3287,1384,津,jīn,"ferry crossing, ford, saliva, sweat, moist, damp",s,,jīn
3288,1384,津,jīn,"ferry crossing, ford, saliva, sweat, moist, damp",t,,jīn
3289,1385,侠,xiá,侠客 xiákè chivalrous warrior,s,,xiá
3290,1385,俠,xiá,俠客 xiákè chivalrous warrior,t,,xiá
3291,1386,隆,lóng,隆重 lóngzhòng grand,s,,lóng
3292,1386,隆,lóng,隆重 lóngzhòng grand,t,,lóng
3293,1387,迟,chí,tardy,s,,chí
3294,1387,遲,chí,tardy,t,,chí
3295,1388,辉,huī,shine,s,,huī
3296,1388,輝,huī,shine,t,,huī
3297,1389,狠,hěn,ruthless,s,,hěn
3298,1389,狠,hěn,ruthless,t,,hěn
3299,1390,析,xī,分析 fēnxī analyse,s,,xī
3300,1390,析,xī,分析 fēnxī analyse,t,,xī
3301,1391,缩,suō,shrink,s,,suō
3302,1391,縮,suō,shrink,t,,suō
3303,1392,穴,xué,"cave, hole, den, grave, acupuncture point",s,,xué
3304,1392,穴,xué,"cave, hole, den, grave, acupuncture point",t,,xué
3305,1393,萧,xiāo,desolate,s,,xiāo
3306,1393,蕭,xiāo,desolate,t,,xiāo
3307,1394,怨,yuàn,"resentment, complain",s,,yuàn
3308,1394,怨,yuàn,"resentment, complain",t,,yuàn
3309,1395,磨,mó,"rub, wear down",s,,mó
3310,1395,磨,mó,"rub, wear down",t,,mó
3311,1395,磨,mò,"mill, grind(stone)",s,,mò
3312,1395,磨,mò,"mill, grind(stone)",t,,mò
3313,1396,伏,fú,"bend over, subside",s,,fú
3314,1396,伏,fú,"bend over, subside",t,,fú
3315,1397,辞,cí,take leave,s,,cí
3316,1397,辭,cí,take leave,t,,cí
3317,1398,泥,ní,mud,s,,ní
3318,1398,泥,ní,mud,t,,ní
3319,1398,泥,nì,putty,s,,nì
3320,1398,泥,nì,putty,t,,nì
3321,1399,龄,líng,(年龄) age,s,,líng
3322,1399,齡,líng,(年齡) age,t,,líng
3323,1400,径,jìng,"path, way",s,,jìng
3324,1400,徑,jìng,"path, way",t,,jìng
3325,1401,鼻,bí,(Equivalent:  鼻子 bízi) nose,s,,bí
3326,1401,鼻,bí,(Equivalent:  鼻子 bízi) nose,t,,bí
3327,1402,赖,lài,rely,s,,lài
3328,1402,賴,lài,rely,t,,lài
3329,1403,仰,yǎng,face upward,s,,yǎng
3330,1403,仰,yǎng,face upward,t,,yǎng
3331,1404,愤,fèn,"(Equivalent:  气愤 qìfèn, =愤怒 fènnù) angry",s,,fèn
3332,1404,憤,fèn,"(Equivalent:  氣憤 qìfèn, =憤怒 fènnù) angry",t,,fèn
3333,1405,慕,mù,(羡慕 xiànmù) envy,s,,mù
3334,1405,羡慕,mù,xiànmù envy,s,,xiànmù
3335,1405,羨慕,mù,xiànmù envy,t,,xiànmù
3336,1405,慕,mù,admire,t,,mù
3337,1406,俄,é,"very soon, suddenly",s,,é
3338,1406,俄,é,"very soon, suddenly",t,,é
3339,1407,映,yìng,shine,s,,yìng
3340,1407,映,yìng,shine,t,,yìng
3341,1408,询,xún,"询问 xúnwèn ask about, inquire",s,,xún
3342,1408,詢,xún,"詢問 xúnwèn ask about, inquire",t,,xún
3343,1409,惨,cǎn,tragic,s,,cǎn
3344,1409,慘,cǎn,tragic,t,,cǎn
3345,1410,麦,mài,"wheat, etc",s,,mài
3346,1410,麥,mài,"wheat, etc",t,,mài
3347,1411,宿,sù,"stay overnight, <family name>",s,,sù
3348,1411,宿,sù,"stay overnight, <family name>",t,,sù
3349,1411,宿,xiǔ,<classifier for nights>,s,,xiǔ
3350,1411,宿,xiǔ,<classifier for nights>,t,,xiǔ
3351,1411,宿,xiù,constellation in Chinese astronomy,s,,xiù
3352,1411,宿,xiù,constellation in Chinese astronomy,t,,xiù
3353,1412,倍,bèi,times,s,,bèi
3354,1412,倍,bèi,times,t,,bèi
3355,1413,粗,cū,"thick, rough, coarse",s,,cū
3356,1413,粗,cū,"thick, rough, coarse",t,,cū
3357,1414,腾,téng,"jump, gallop, vacate",s,,téng
3358,1414,騰,téng,"jump, gallop, vacate",t,,téng
3359,1414,沸腾,téng, boiling,s,,boiling
3360,1414,沸騰,téng,沸騰 boiling,t,,boiling
3361,1414,腾,tēng,thump,s,,tēng
3362,1414,騰,tēng,thump,t,,tēng
3363,1415,稍,shāo,"(稍稍, 稍微) a little, a bit, slightly",s,,shāo
3364,1415,稍,shāo,"(稍稍, 稍微) a little, a bit, slightly",t,,shāo
3365,1416,截,jié,"cut, stop",s,,jié
3366,1416,截,jié,"cut, stop",t,,jié
3367,1417,染,rǎn,to dye,s,,rǎn
3368,1417,染,rǎn,to dye,t,,rǎn
3369,1418,乌,wū,"(Equivalent:  乌鸦 wūyā) crow, (Equivalent:  乌黑 wūhēi) black",s,,wū
3370,1418,烏,wū,"(Equivalent:  烏鴉 wūyā) crow, (Equivalent:  烏黑 wūhēi) black",t,,wū
3371,1418,乌龟,wū,wūguī tortoise{Compare with 马 mǎ horse and 鸟 niǎo bird},s,,wūguī
3372,1418,烏龜,wū,wūguī tortoise{Compare with 馬 mǎ horse and 鳥 niǎo bird},t,,wūguī
3373,1419,愈,yù,"heal, get better",s,,yù
3374,1419,愈,yù,"heal, get better",t,,yù
3375,1420,岗,gǎng,"mound, sentry",s,,gǎng
3376,1420,崗,gǎng,"mound, sentry",t,,gǎng
3377,1421,柳,liǔ,willow,s,,liǔ
3378,1421,柳,liǔ,willow,t,,liǔ
3379,1422,铺,pū,"spread, unfold",s,,pū
3380,1422,鋪,pū,"spread, unfold",t,,pū
3381,1422,铺,pù,"shop, store",s,,pù
3382,1422,鋪,pù,"shop, store",t,,pù
3383,1423,涉,shè,"wade, ford, go through, involve",s,,shè
3384,1423,涉,shè,"wade, ford, go through, involve",t,,shè
3385,1424,疾,jí,(Equivalent:  疾病 jíbìng) illness,s,,jí
3386,1424,疾,jí,(Equivalent:  疾病 jíbìng) illness,t,,jí
3387,1425,挡,dǎng,"ward off, block, gear (of car)",s,,dǎng
3388,1425,擋,dǎng,"ward off, block, gear (of car)",t,,dǎng
3389,1425,摒挡,dàng," bìngdàng arrange, get ready",s,,bìngdàng
3390,1425,摒擋,dàng,"摒擋 bìngdàng arrange, get ready",t,,bìngdàng
3391,1426,奉,fèng,"accept, offer",s,,fèng
3392,1426,奉,fèng,"accept, offer",t,,fèng
3393,1427,踏,tà,step on,s,,tà
3394,1427,踏,tà,step on,t,,tà
3395,1427,糟蹋,tà,"(Equivalent:  糟蹋 zāota) zāota ruin, waste, insult, affront",s,,Zāotà
3396,1427,糟蹋,tà,"糟蹋 (Equivalent:  糟蹋 zāota) zāota ruin, waste, insult, affront",t,,Zāotà
3397,1427,踏,tā,"(Equivalent:  塌 tā) collapse, sink, calm down",s,,tā
3398,1427,踏,tā,"(Equivalent:  塌 tā) collapse, sink, calm down",t,,tā
3399,1428,忠,zhōng,faithful,s,,zhōng
3400,1428,忠,zhōng,faithful,t,,zhōng
3401,1429,伍,wǔ,"(Equivalent:  五 wǔ) five, <family name>",s,,wǔ
3402,1429,伍,wǔ,"(Equivalent:  五 wǔ) five, <family name>",t,,wǔ
3403,1430,躲,duǒ,"hide (oneself), avoid, dodge",s,,duǒ
3404,1430,躲,duǒ,"hide (oneself), avoid, dodge",t,,duǒ
3405,1431,籍,jí,"book, registry, native place, membership",s,,jí
3406,1431,籍,jí,"book, registry, native place, membership",t,,jí
3407,1432,努,nǔ,努力 nǔlì try hard,s,,nǔ
3408,1432,努,nǔ,努力 nǔlì try hard,t,,nǔ
3409,1433,朗,lǎng,"爽朗 shuǎnglǎng, 明朗 bright and clear",s,,lǎng
3410,1433,朗,lǎng,"爽朗 shuǎnglǎng, 明朗 bright and clear",t,,lǎng
3411,1433,朗讼,lǎng, recite,s,,Lǎngsòng
3412,1433,朗訟,lǎng, recite,t,,Lǎngsòng
3413,1434,箱,xiāng,box,s,,xiāng
3414,1434,箱,xiāng,box,t,,xiāng
3415,1435,裁,cái,cut cloth or paper,s,,cái
3416,1435,裁,cái,cut cloth or paper,t,,cái
3417,1436,帐,zhàng,curtain,s,,zhàng
3418,1436,帳,zhàng,curtain,t,,zhàng
3419,1436,蚊帐,zhàng, mosquito net,s,,Wénzhàng
3420,1436,蚊帳,zhàng,蚊帳 mosquito net,t,,Wénzhàng
3421,1436,帐篷,zhàng, tent,s,,Zhàngpéng
3422,1436,帳篷,zhàng,帳篷 tent,t,,Zhàngpéng
3423,1437,兼,jiān,double,s,,jiān
3424,1437,兼,jiān,double,t,,jiān
3425,1438,彼,bǐ,彼此 bǐcǐ each other,s,,bǐ
3426,1438,彼,bǐ,彼此 bǐcǐ each other,t,,bǐ
3427,1439,霞,xiá,rosy clouds,s,,xiá
3428,1439,霞,xiá,rosy clouds,t,,xiá
3429,1440,猪,zhū,pig,s,,zhū
3430,1440,豬,zhū,pig,t,,zhū
3431,1441,悉,xī,"熟悉 shúxī know well, be familiar with",s,,xī
3432,1441,悉,xī,"熟悉 shúxī know well, be familiar with",t,,xī
3433,1442,扎,zhā,prick,s,,zhā
3434,1442,扎,zhā,prick,t,,zhā
3435,1443,劝,quàn,advise,s,,quàn
3436,1443,勸,quàn,advise,t,,quàn
3437,1444,薄,báo,thin,s,,báo
3438,1444,薄,báo,thin,t,,báo
3439,1444,薄,bó,slight,s,,bó
3440,1444,薄,bó,slight,t,,bó
3441,1445,筑,zhù,"build, construct",s,,zhù
3442,1445,築,zhù,"build, construct",t,,zhù
3443,1446,俊,jùn,"handsome, pretty",s,,jùn
3444,1446,俊,jùn,"handsome, pretty",t,,jùn
3445,1447,鞋,xié,shoe,s,,xié
3446,1447,鞋,xié,shoe,t,,xié
3447,1448,距,jù,(距离 jùlí) distance,s,,jù
3448,1448,距,jù,(距離 jùlí) distance,t,,jù
3449,1449,侵,qīn,"(Equivalent:  侵略 qīnlüè, =侵入 qīnrù) invade, intrude into",s,,qīn
3450,1449,侵,qīn,"(Equivalent:  侵略 qīnlüè, =侵入 qīnrù) invade, intrude into",t,,qīn
3451,1450,欣,xīn,欣赏 xīnshǎng enjoy,s,,xīn
3452,1450,欣,xīn,欣賞 xīnshǎng enjoy,t,,xīn
3453,1451,挤,jǐ,squeeze,s,,jǐ
3454,1451,擠,jǐ,squeeze,t,,jǐ
3455,1452,媒,méi,"go-between, matchmaker",s,,méi
3456,1452,媒,méi,"go-between, matchmaker",t,,méi
3457,1453,吐,tǔ,spit,s,,tǔ
3458,1453,吐,tǔ,spit,t,,tǔ
3459,1453,呕吐,tù, ǒutù) vomit,s,,ǒutù
3460,1453,嘔吐,tù, vomit,t,,ǒutù
3461,1454,魂,hún,"(灵魂 línghún) soul, spirit, mood",s,,hún
3462,1454,魂,hún,"(靈魂 línghún) soul, spirit, mood",t,,hún
3463,1455,洁,jié,"(Equivalent:  纯洁 chúnjié) pure, (Equivalent:  清洁 qīngjié) clean, sanitay",s,,jié
3464,1455,潔,jié,"(Equivalent:  純潔 chúnjié) pure, (Equivalent:  清潔 qīngjié) clean, sanitay",t,,jié
3465,1456,枝,zhī,branch,s,,zhī
3466,1456,枝,zhī,branch,t,,zhī
3467,1456,枝,qí,"(Equivalent:  歧 qí) fork, brach, divergent",s,,qí
3468,1456,枝,qí,"(Equivalent:  歧 qí) fork, brach, divergent",t,,qí
3469,1457,盈,yíng,full,s,,yíng
3470,1457,盈,yíng,full,t,,yíng
3471,1458,阻,zǔ,block,s,,zǔ
3472,1458,阻,zǔ,block,t,,zǔ
3473,1459,陷,xiàn,"pit, trap",s,,xiàn
3474,1459,陷,xiàn,"pit, trap",t,,xiàn
3475,1460,甲,jiǎ,helmet,s,,jiǎ
3476,1460,甲,jiǎ,helmet,t,,jiǎ
3477,1461,郑,zhèng,<family name>,s,,zhèng
3478,1461,鄭,zhèng,<family name>,t,,zhèng
3479,1462,鸣,míng,"cry of birds, animals, insects",s,,míng
3480,1462,鳴,míng,"cry of birds, animals, insects",t,,míng
3481,1463,倘,tǎng,"(Equivalent:  倘若 tǎngruò) if, supposing",s,,tǎng
3482,1463,倘,tǎng,"(Equivalent:  倘若 tǎngruò) if, supposing",t,,tǎng
3483,1464,剩,shèng,"be left over, remain, (Equivalent:  剩余 shèngyú) surplus, left over, remain",s,,shèng
3484,1464,剩,shèng,"be left over, remain, (Equivalent:  剩餘 shèngyú) surplus, left over, remain",t,,shèng
3485,1465,颗,kē,"grain, small round object, <classifier for small round things>",s,,kē
3486,1465,顆,kē,"grain, small round object, <classifier for small round things>",t,,kē
3487,1466,拖,tuō,"pull, drag",s,,tuō
3488,1466,拖,tuō,"pull, drag",t,,tuō
3489,1467,舒,shū,stretch,s,,shū
3490,1467,舒,shū,stretch,t,,shū
3491,1468,惠,huì,"恩惠 ēnhuì favor, kindness",s,,huì
3492,1468,惠,huì,"恩惠 ēnhuì favor, kindness",t,,huì
3493,1469,昏,hūn,"dusk, dark, to faint",s,,hūn
3494,1469,昏,hūn,"dusk, dark, to faint",t,,hūn
3495,1470,振,zhèn,"shake, stimulate",s,,zhèn
3496,1470,振,zhèn,"shake, stimulate",t,,zhèn
3497,1471,戒,jiè,forbid,s,,jiè
3498,1471,戒,jiè,forbid,t,,jiè
3499,1472,丧,sàng,丧失 forfeit,s,,sàng
3500,1472,喪,sàng,喪失 forfeit,t,,sàng
3501,1473,焦,jiāo,burnt,s,,jiāo
3502,1473,焦,jiāo,burnt,t,,jiāo
3503,1473,焦炭,jiāo,) coke,s,,Jiāotàn
3504,1473,焦炭,jiāo,(焦炭) coke,t,,Jiāotàn
3505,1474,爬,pá,"crawl, climb",s,,pá
3506,1474,爬,pá,"crawl, climb",t,,pá
3507,1475,凌,líng,insult,s,,líng
3508,1475,凌,líng,insult,t,,líng
3509,1476,慧,huì,智慧 zhìhuì wisdom,s,,huì
3510,1476,慧,huì,智慧 zhìhuì wisdom,t,,huì
3511,1477,偶,ǒu,"(偶然 ǒurán) by chance, even number{Compare with 奇 jī odd}",s,,ǒu
3512,1477,偶,ǒu,"(偶然 ǒurán) by chance, even number{Compare with 奇 jī odd}",t,,ǒu
3513,1478,晃,huàng,"(摇晃 yáohuang) shake, sway",s,,huàng
3514,1478,晃,huàng,"(搖晃 yáohuang) shake, sway",t,,huàng
3515,1478,晃,huǎng,dazzle,s,,huǎng
3516,1478,晃,huǎng,dazzle,t,,huǎng
3517,1479,桃,táo,(桃子) peach,s,,táo
3518,1479,桃,táo,(桃子) peach,t,,táo
3519,1479,樱桃,táo, yīngtáo cherry,s,,yīngtáo
3520,1479,櫻桃,táo, yīngtáo cherry,t,,yīngtáo
3521,1480,赤,chì,"red, bare",s,,chì
3522,1480,赤,chì,"red, bare",t,,chì
3523,1481,烂,làn,messy,s,,làn
3524,1481,爛,làn,messy,t,,làn
3525,1482,骗,piàn,(欺骗) deceive,s,,piàn
3526,1482,騙,piàn,(欺騙) deceive,t,,piàn
3527,1483,措,cuò,arrange,s,,cuò
3528,1483,措,cuò,arrange,t,,cuò
3529,1484,页,yè,page,s,,yè
3530,1484,頁,yè,page,t,,yè
3531,1485,凶,xiōng,terrible,s,,xiōng
3532,1485,凶,xiōng,terrible,t,,xiōng
3533,1486,泰,tài,"peace, quiet",s,,tài
3534,1486,泰,tài,"peace, quiet",t,,tài
3535,1487,尸,shī,"corpse, 尸体 shītǐ dead body",s,,shī
3536,1487,屍,shī,"corpse, 屍體 shītǐ dead body",t,,shī
3537,1488,坡,pō,"slope, hillside",s,,pō
3538,1488,坡,pō,"slope, hillside",t,,pō
3539,1489,勒,lēi,tie or strap tightly,s,,lēi
3540,1489,勒,lēi,tie or strap tightly,t,,lēi
3541,1490,疗,liáo,"treat, cure",s,,liáo
3542,1490,療,liáo,"treat, cure",t,,liáo
3543,1491,塔,tǎ,"pagoda, tower",s,,tǎ
3544,1491,塔,tǎ,"pagoda, tower",t,,tǎ
3549,1492,尘,chén,(灰尘 huīchén) dust,s,,chén
3550,1492,塵,chén,(灰塵 huīchén) dust,t,,chén
3551,1493,躺,tǎng,lie down,s,,tǎng
3552,1493,躺,tǎng,lie down,t,,tǎng
3553,1494,殊,shū,"特殊 tèshū special, particular",s,,shū
3554,1494,殊,shū,"特殊 tèshū special, particular",t,,shū
3555,1495,慰,wèi,"安慰 comfort, console",s,,wèi
3556,1495,慰,wèi,"安慰 comfort, console",t,,wèi
3557,1496,壇,tán,altar,t,,tán
3558,1496,坛,tán,"(Traditional: 坛) altar, raised plot of ground",s,,tán
3559,1496,罈,tán,"jar, jug",t,,tán
3560,1497,甘,gān,sweet,s,,gān
3561,1497,甘,gān,sweet,t,,gān
3562,1497,甘蔗,gān, gānzhe sugarcane,s,,gānzhe
3563,1497,甘蔗,gān,甘蔗 gānzhe sugarcane,t,,gānzhe
3564,1498,咬,yǎo,bite,s,,yǎo
3565,1498,咬,yǎo,bite,t,,yǎo
3566,1499,拒,jù,resist,s,,jù
3567,1499,拒,jù,resist,t,,jù
