,cat,word/character,pronunciation,definition,code,alt
4862,1008,秘,mì,秘密 mìmì secret,s,
4863,1008,秘,mì,秘密 mìmì secret,t,
4864,1008,秘书,mì, secretary,s,
4865,1008,秘書,mì,秘書 secretary,t,
4866,1008,秘鲁,bì, Peru,s,
4867,1008,秘魯,bì,秘魯 Peru,t,
4868,1009,词,cí,word,s,
4869,1009,詞,cí,word,t,
4870,1009,词典,cí, cídiǎn dictionary,s,
4871,1009,詞典,cí,詞典 cídiǎn dictionary,t,
4872,1009,动词,cí, dòngxí verb,s,
4873,1009,動詞,cí,動詞 dòngxí verb,t,
4874,1009,词汇,cí, cíhuì vocabulary,s,
4875,1009,詞彙,cí,詞彙 cíhuì vocabulary,t,
4876,1010,睏,kùn,tired,t,
4877,1010,困,kùn,"(Equivalent:  困难 kùnnán) difficult, (Traditional: 困) tired",s,
4878,1010,睏,kùn,(Equivalent:  睏難 kùnnán) difficult,t,
4879,1011,泪,lèi,"(眼泪, 泪水) tear",s,
4880,1011,淚,lèi,"(眼淚, 淚水) tear",t,
4881,1011,泪珠,lèi, teardrop,s,
4882,1011,淚珠,lèi,淚珠 teardrop,t,
4883,1012,熟,shú,"cooked, ripe, familiar",s,
4884,1012,熟,shú,"cooked, ripe, familiar",t,
4885,1012,熟悉,shú, shúxī know well,s,
4886,1012,熟悉,shú,熟悉 shúxī know well,t,
4887,1012,熟,shóu,<colloquial variant>,s,
4888,1012,熟,shóu,<colloquial variant>,t,
4889,1013,财,cái,wealth,s,
4890,1013,財,cái,wealth,t,
4891,1013,发财,cái, fācài get rich,s,
4892,1013,發財,cái,發財 fācài get rich,t,
4893,1014,鬼,guǐ,ghost,s,
4894,1014,鬼,guǐ,ghost,t,
4895,1014,魔鬼,guǐ, móguǐ) devil,s,
4896,1014,魔鬼,guǐ,(魔鬼 móguǐ) devil,t,
4897,1014,鬼子,guǐ, guǐzi foreign devil,s,
4898,1014,鬼子,guǐ,鬼子 guǐzi foreign devil,t,
4899,1015,骨,gǔ,(骨头 gǔtou) bone,s,
4900,1015,骨,gǔ,(骨頭 gǔtou) bone,t,
4901,1015,骨碌,gū, gūlu roll,s,
4902,1015,骨碌,gū,骨碌 gūlu roll,t,
4903,1016,申,shēn,explain{Compare with 甲 jiǎ helmet and 由 yóu from},s,
4904,1016,申,shēn,explain{Compare with 甲 jiǎ helmet and 由 yóu from},t,
4905,1017,欲,yù,"desire, wish",s,
4906,1017,欲,yù,"desire, wish",t,
4907,1017,欲望,yù," yùwàng desire, lust",s,
4908,1017,欲望,yù,"欲望 yùwàng desire, lust",t,
4909,1018,征,zhēng,journey,s,
4910,1018,徵,zhēng,journey,t,
4911,1018,徵,zhēng,evidence,t,
4912,1018,长征,zhēng," The Long March, attack, (Traditional: 徵) evidence, levy",s,
4913,1018,長徵,zhēng,"長徵 The Long March, attack, levy",t,
4914,1019,私,sī,"(私人) personal, (Equivalent:  私有 sīyǒu) privately owned, be private, (Equivalent:  自私 zìsī) selfish",s,
4915,1019,私,sī,"(私人) personal, (Equivalent:  私有 sīyǒu) privately owned, be private, (Equivalent:  自私 zìsī) selfish",t,
4916,1020,舞,wǔ,(跳舞 tiàowǔ) dance,s,
4917,1020,舞,wǔ,(跳舞 tiàowǔ) dance,t,
4918,1021,秋,qiū,"autumn, fall",s,
4919,1021,秋,qiū,"autumn, fall",t,
4920,1021,春夏秋冬,qiū, chūnxiàiūdōng the four seasons,s,
4921,1021,春夏秋冬,qiū,春夏秋冬 chūnxiàiūdōng the four seasons,t,
4922,1022,巨,jù,"(Equivalent:  巨大 jùdà) huge, gigantic",s,
4923,1022,巨,jù,"(Equivalent:  巨大 jùdà) huge, gigantic",t,
4924,1023,迎,yíng,(欢迎 huānyíng) welcome,s,
4925,1023,迎,yíng,(歡迎 huānyíng) welcome,t,
4926,1024,秀,xiù,优秀 yōuxiù excellent,s,
4927,1024,秀,xiù,優秀 yōuxiù excellent,t,
4928,1024,秀才,xiù, xiùcai scholar,s,
4929,1024,秀纔,xiù,秀纔 xiùcai scholar,t,
4930,1025,搞,gǎo,do,s,
4931,1025,搞,gǎo,do,t,
4932,1026,丁,dīng,"4th in a series, cubes (in food preparation), <family name>",s,
4933,1026,丁,dīng,"4th in a series, cubes (in food preparation), <family name>",t,
4934,1026,丁丁,zhēng," zhēngzhēng clang, clank",s,
4935,1026,丁丁,zhēng,"丁丁 zhēngzhēng clang, clank",t,
4936,1027,吸,xī,inhale,s,
4937,1027,吸,xī,inhale,t,
4938,1027,呼吸,xī, hūxī breathe,s,
4939,1027,呼吸,xī,呼吸 hūxī breathe,t,
4940,1027,吸收,xī, xīshōu absorb,s,
4941,1027,吸收,xī,吸收 xīshōu absorb,t,
4942,1027,吸引,xī, xīyǐn attract,s,
4943,1027,吸引,xī,吸引 xīyǐn attract,t,
4944,1028,审,shěn,审判 shěnpàn bring to trial,s,
4945,1028,審,shěn,審判 shěnpàn bring to trial,t,
4946,1028,审问,shěn, interrogate,s,
4947,1028,審問,shěn,審問 interrogate,t,
4948,1029,遍,biàn,"all over, everywhere",s,
4949,1029,遍,biàn,"all over, everywhere",t,
4950,1029,普遍,biàn," universal, <classifier for repetitive times/occurrences>",s,
4951,1029,普遍,biàn,"普遍 universal, <classifier for repetitive times/occurrences>",t,
4952,1029,再说一遍,biàn,! Zài shuō yí biàn! Say (it) oncemore!,s,
4953,1029,再說一遍,biàn,再說一遍! Zài shuō yí biàn! Say (it) oncemore!,t,
4954,1030,墙,qiáng,(Equivalent:  墙壁 qiángbì) wall,s,
4955,1030,牆,qiáng,(Equivalent:  牆壁 qiángbì) wall,t,
4956,1031,朱,zhū,"vermilion, bright red",s,
4957,1031,朱,zhū,"vermilion, bright red",t,
4958,1032,圣,shèng,holy,s,
4959,1032,聖,shèng,holy,t,
4960,1032,圣人,shèng," sage, saint",s,
4961,1032,聖人,shèng,"聖人 sage, saint",t,
4962,1032,圣诞节,shèng, Shèngdànjié Christmas,s,
4963,1032,聖誕節,shèng,聖誕節 Shèngdànjié Christmas,t,
4964,1033,避,bì,(避免 bìmiǎn) avoid,s,
4965,1033,避,bì,(避免 bìmiǎn) avoid,t,
4966,1033,逃避,bì," táobì escape, evade",s,
4967,1033,逃避,bì,"逃避 táobì escape, evade",t,
4968,1034,跃,yuè,leap,s,
4969,1034,躍,yuè,leap,t,
4970,1035,忌,jì,"envy, avoid, quit",s,
4971,1035,忌,jì,"envy, avoid, quit",t,
4972,1035,忌讳,jì, jìhui taboo,s,
4973,1035,忌諱,jì, jìhui taboo,t,
4974,1036,桌,zhuō,table,s,
4975,1036,桌,zhuō,table,t,
4976,1036,一张桌子,zhuō, yì zhāng zhuōzi one table,s,
4977,1036,一張桌子,zhuō,一張桌子 yì zhāng zhuōzi one table,t,
4978,1037,执,zhí,hold in hand,s,
4979,1037,執,zhí,hold in hand,t,
4980,1037,执行,zhí, zhíxíng carry out,s,
4981,1037,執行,zhí,執行 zhíxíng carry out,t,
4982,1038,悲,bēi,悲哀 grieved,s,
4983,1038,悲,bēi,悲哀 grieved,t,
4984,1038,悲观,bēi, pessimistic,s,
4985,1038,悲觀,bēi,悲觀 pessimistic,t,
4986,1038,悲剧,bēi, tragedy,s,
4987,1038,悲劇,bēi,悲劇 tragedy,t,
4988,1039,域,yù,(math:) field,s,
4989,1039,域,yù,(math:) field,t,
4990,1039,领域,yù, territory,s,
4991,1039,領域,yù,領域 territory,t,
4992,1039,流域,yù, valley,s,
4993,1039,流域,yù,流域 valley,t,
4994,1039,区域,yù, region,s,
4995,1039,區域,yù,區域 region,t,
4996,1040,晓,xiǎo,dawn,s,
4997,1040,曉,xiǎo,dawn,t,
4998,1040,晓得,xiǎo, xiǎode) know,s,
4999,1040,曉得,xiǎo,(曉得 xiǎode) know,t,
5000,1041,弄,nòng,do,s,
5001,1041,弄,nòng,do,t,
5002,1041,弄臣,nòng, nòngchén court jester,s,
5003,1041,弄臣,nòng,弄臣 nòngchén court jester,t,
5004,1041,里弄,lòng, alley,s,
5005,1041,裏弄,lòng,裏弄 alley,t,
5006,1042,亡,wáng,"flee, lose, die",s,
5007,1042,亡,wáng,"flee, lose, die",t,
5008,1043,桥,qiáo,bridge,s,
5009,1043,橋,qiáo,bridge,t,
5010,1044,辈,bèi,generation,s,
5011,1044,輩,bèi,generation,t,
5012,1044,先辈,bèi," older generation, ancestors",s,
5013,1044,先輩,bèi,"先輩 older generation, ancestors",t,
5014,1045,闪,shǎn,"(闪开) get out of the way, flash",s,
5015,1045,閃,shǎn,"(閃開) get out of the way, flash",t,
5016,1045,闪电,shǎn, lightning,s,
5017,1045,閃電,shǎn,閃電 lightning,t,
5018,1046,隐,yǐn,hidden,s,
5019,1046,隱,yǐn,hidden,t,
5020,1046,隐约,yǐn," yǐnyuē faint, indistinct",s,
5021,1046,隱約,yǐn,"隱約 yǐnyuē faint, indistinct",t,
5022,1047,劲,jìn,"strength, energy, spirit",s,
5023,1047,勁,jìn,"strength, energy, spirit",t,
5024,1047,强劲,jìng,,s,
5025,1047,強勁,jìng,強勁,t,
5026,1048,闹,nào,(热闹) noisy,s,
5027,1048,鬧,nào,(熱鬧) noisy,t,
5028,1048,闹钟,nào, alarm clock,s,
5029,1048,鬧鐘,nào,鬧鐘 alarm clock,t,
5030,1049,恐,kǒng,(Equivalent:  恐怕 kǒngpà) I'm afraid,s,
5031,1049,恐,kǒng,(Equivalent:  恐怕 kǒngpà) I'm afraid,t,
5032,1049,恐怖,kǒng, kǒngbù terror,s,
5033,1049,恐怖,kǒng,恐怖 kǒngbù terror,t,
5034,1050,呀,ya,<sentence final particle like 啊 a>,s,
5035,1050,呀,ya,<sentence final particle like 啊 a>,t,
5036,1050,呀,yā,"ah, oh",s,
5037,1050,呀,yā,"ah, oh",t,
5038,1051,付,fù,pay,s,
5039,1051,付,fù,pay,t,
5040,1052,敬,jìng,(尊敬 zūnjìng) respect,s,
5041,1052,敬,jìng,(尊敬 zūnjìng) respect,t,
5042,1053,监,jiān,监狱 prison,s,
5043,1053,監,jiān,監獄 prison,t,
5044,1053,监督,jiān, supervise,s,
5045,1053,監督,jiān,監督 supervise,t,
5046,1053,监,jiàn,eunuch,s,
5047,1053,監,jiàn,eunuch,t,
5048,1054,厅,tīng,hall,s,
5049,1054,廳,tīng,hall,t,
5050,1054,餐厅,tīng, cāntīng dining room,s,
5051,1054,餐廳,tīng,餐廳 cāntīng dining room,t,
5052,1055,库,kù,warehouse,s,
5053,1055,庫,kù,warehouse,t,
5054,1055,数据库,kù, shùjùkù database,s,
5055,1055,數據庫,kù,數據庫 shùjùkù database,t,
5056,1056,震,zhèn,"shake, shock",s,
5057,1056,震,zhèn,"shake, shock",t,
5058,1056,地震,zhèn, earthquake,s,
5059,1056,地震,zhèn,地震 earthquake,t,
5060,1057,材,cái,(Equivalent:  材料 cáiliào) material,s,
5061,1057,材,cái,(Equivalent:  材料 cáiliào) material,t,
5062,1057,教材,cái, jiàocái teaching material,s,
5063,1057,教材,cái,教材 jiàocái teaching material,t,
5064,1058,冰,bīng,ice,s,
5065,1058,冰,bīng,ice,t,
5066,1058,冰箱,bīng, bīngxiāng refrigerator,s,
5067,1058,冰箱,bīng,冰箱 bīngxiāng refrigerator,t,
5068,1058,冰凉,bīng, bīngliáng ice-cold,s,
5069,1058,冰涼,bīng,冰涼 bīngliáng ice-cold,t,
5070,1058,冰岛,bīng, Bīngdǎo Iceland,s,
5071,1058,冰島,bīng,冰島 Bīngdǎo Iceland,t,
5072,1058,冰淇淋,bīng, bīngqilín icecream,s,
5073,1058,冰淇淋,bīng,冰淇淋 bīngqilín icecream,t,
5074,1059,醒,xǐng,"become sober, wake up",s,
5075,1059,醒,xǐng,"become sober, wake up",t,
5076,1059,提醒,xǐng, remind,s,
5077,1059,提醒,xǐng,提醒 remind,t,
5078,1060,庆,qìng,庆祝 qìngzhù celebrate,s,
5079,1060,慶,qìng,慶祝 qìngzhù celebrate,t,
5080,1060,庆贺,qìng, qìnghè congratulate,s,
5081,1060,慶賀,qìng,慶賀 qìnghè congratulate,t,
5082,1060,庆幸,qìng, qìngxìng rejoice,s,
5083,1060,慶幸,qìng,慶幸 qìngxìng rejoice,t,
5084,1061,绿,lǜ,(绿色 lǜsè) green,s,
5085,1061,綠,lǜ,(綠色 lǜsè) green,t,
5086,1061,绿,lù,(in some place names),s,
5087,1061,綠,lù,(in some place names),t,
5088,1062,腿,tuǐ,leg,s,
5089,1062,腿,tuǐ,leg,t,
5090,1062,腿脚,tuǐ, ability to walk,s,
5091,1062,腿腳,tuǐ,腿腳 ability to walk,t,
5092,1062,腿腕子,tuǐ, ankle,s,
5093,1062,腿腕子,tuǐ,腿腕子 ankle,t,
5094,1062,大腿,tuǐ, thigh,s,
5095,1062,大腿,tuǐ,大腿 thigh,t,
5096,1063,述,shù,"state, narrate",s,
5097,1063,述,shù,"state, narrate",t,
5098,1063,描述,shù, describe,s,
5099,1063,描述,shù,描述 describe,t,
5100,1063,上述,shù, above-mentioned,s,
5101,1063,上述,shù,上述 above-mentioned,t,
5102,1064,徐,xú,"slowly, gently, <family name>",s,
5103,1064,徐,xú,"slowly, gently, <family name>",t,
5104,1065,尊,zūn,"(尊重, 尊敬) respect",s,
5105,1065,尊,zūn,"(尊重, 尊敬) respect",t,
5106,1066,硬,yìng,hard,s,
5107,1066,硬,yìng,hard,t,
5108,1066,硬件,yìng, yìngjiàn hardware,s,
5109,1066,硬件,yìng,硬件 yìngjiàn hardware,t,
5110,1067,额,é,(前额) forehead,s,
5111,1067,額,é,(前額) forehead,t,
5112,1067,定额,é, quota,s,
5113,1067,定額,é,定額 quota,t,
5114,1068,误,wù,(Equivalent:  错误 cuòwù) mistake,s,
5115,1068,誤,wù,(Equivalent:  錯誤 cuòwù) mistake,t,
5116,1069,借,jiè,"borrow, lend",s,
5117,1069,借,jiè,"borrow, lend",t,
5118,1070,纳,nà,"receive, accept, enjoy, pay, sew",s,
5119,1070,納,nà,"receive, accept, enjoy, pay, sew",t,
5120,1071,折,zhé,fold,s,
5121,1071,折,zhé,fold,t,
5122,1071,折,zhé,break,s,
5123,1071,折,zhé,break,t,
5124,1071,折,zhé,change direction,s,
5125,1071,折,zhé,change direction,t,
5126,1071,折,shé,break,s,
5127,1071,折,shé,break,t,
5128,1071,折,zhē,turn over,s,
5129,1071,折,zhē,turn over,t,
5130,1072,售,shòu,sell,s,
5131,1072,售,shòu,sell,t,
5132,1072,售货,shòu, sell goods,s,
5133,1072,售貨,shòu,售貨 sell goods,t,
5134,1073,遗,yí,遗传 yíchuán inherit,s,
5135,1073,遺,yí,遺傳 yíchuán inherit,t,
5136,1073,遗憾,yí, yíhàn regret,s,
5137,1073,遺憾,yí,遺憾 yíhàn regret,t,
5138,1073,遗,wèi,give,s,
5139,1073,遺,wèi,give,t,
5140,1074,暴,bào,"violent, sudden",s,
5141,1074,暴,bào,"violent, sudden",t,
5142,1074,暴露,bào, expose,s,
5143,1074,暴露,bào,暴露 expose,t,
5144,1074,暴,pù,(Equivalent:  曝),s,
5145,1074,暴,pù,(Equivalent:  曝),t,
5146,1075,缺,quē,"(缺乏 quēfá) lack, be short of",s,
5147,1075,缺,quē,"(缺乏 quēfá) lack, be short of",t,
5148,1075,缺点,quē, quēdiǎn shortcoming,s,
5149,1075,缺點,quē,缺點 quēdiǎn shortcoming,t,
5150,1076,迷,mí,be lost,s,
5151,1076,迷,mí,be lost,t,
5152,1076,我迷了路,mí, Wǒ míle lù I am lost,s,
5153,1076,我迷了路,mí,我迷了路 Wǒ míle lù I am lost,t,
5154,1076,迷信,mí," míxìn superstition, blind faith/worship",s,
5155,1076,迷信,mí,"迷信 míxìn superstition, blind faith/worship",t,
5156,1077,鲁,lǔ,<family name>,s,
5157,1077,魯,lǔ,<family name>,t,
5158,1077,鲁莽,lǔ, lǔmǎng) rude,s,
5159,1077,魯莽,lǔ,(魯莽 lǔmǎng) rude,t,
5160,1077,鲁,lǔ,dull,s,
5161,1077,魯,lǔ,dull,t,
5162,1078,探,tàn,(Equivalent:  探索 tànsuǒ) explore,s,
5163,1078,探,tàn,(Equivalent:  探索 tànsuǒ) explore,t,
5164,1079,货,huò,(Equivalent:  货物 huòwù) goods,s,
5165,1079,貨,huò,(Equivalent:  貨物 huòwù) goods,t,
5166,1079,货币,huò," huòbì money, currency",s,
5167,1079,貨幣,huò,"貨幣 huòbì money, currency",t,
5168,1080,童,tóng,儿童 értóng children,s,
5169,1080,童,tóng,兒童 értóng children,t,
5170,1081,缓,huǎn,(缓慢 huǎnmàn) slow,s,
5171,1081,緩,huǎn,(緩慢 huǎnmàn) slow,t,
5172,1082,伟,wěi,"(伟大) great, mighty",s,
5173,1082,偉,wěi,"(偉大) great, mighty",t,
5174,1082,雄伟,wěi,xióngwěi grand,s,
5175,1082,雄偉,wěi,xióngwěi grand,t,
5176,1083,君,jūn,"(Equivalent:  君主 jīnzhǔ) monarch, sovereign, (Equivalent:  君子 jūnzǐ) gentleman",s,
5177,1083,君,jūn,"(Equivalent:  君主 jīnzhǔ) monarch, sovereign, (Equivalent:  君子 jūnzǐ) gentleman",t,
5178,1083,暴君,jūn, tyrant,s,
5179,1083,暴君,jūn,暴君 tyrant,t,
5180,1084,庄,zhuāng,village,s,
5181,1084,莊,zhuāng,village,t,
5182,1084,庄稼,zhuāng, zhuāngjia crops,s,
5183,1084,莊稼,zhuāng,莊稼 zhuāngjia crops,t,
5184,1084,庄严,zhuāng, solemn,s,
5185,1084,莊嚴,zhuāng,莊嚴 solemn,t,
5186,1085,凡,fán,ordinary,s,
5187,1085,凡,fán,ordinary,t,
5188,1085,凡是,fán, fánshì) every,s,
5189,1085,凡是,fán,(凡是 fánshì) every,t,
5190,1085,非凡,fán, extraordinary,s,
5191,1085,非凡,fán,非凡 extraordinary,t,
5192,1086,危,wēi,危险 dangerous,s,
5193,1086,危,wēi,危險 dangerous,t,
5194,1086,危机,wēi, crisis,s,
5195,1086,危機,wēi,危機 crisis,t,
5196,1086,危害,wēi, endanger,s,
5197,1086,危害,wēi,危害 endanger,t,
5198,1087,烧,shāo,"roast, cook, burn (compare with 炒 chǎo stir-fry)",s,
5199,1087,燒,shāo,"roast, cook, burn (compare with 炒 chǎo stir-fry)",t,
5200,1088,彩,cǎi,(色彩 sècǎi) colour,s,
5201,1088,彩,cǎi,(色彩 sècǎi) colour,t,
5202,1088,彩色,cǎi, cǎisè multicolour,s,
5203,1088,彩色,cǎi,彩色 cǎisè multicolour,t,
5204,1089,抢,qiǎng,rob,s,
5205,1089,搶,qiǎng,rob,t,
5206,1089,抢,qiǎng,snatch,s,
5207,1089,搶,qiǎng,snatch,t,
5208,1089,抢,qiǎng,scrape,s,
5209,1089,搶,qiǎng,scrape,t,
5210,1089,呼天抢地,qiāng,,s,
5211,1089,呼天搶地,qiāng,呼天搶地,t,
5212,1090,控,kòng,"(控诉 kòngsù) accuse, (Equivalent:  控制 kòngzhì) control",s,
5213,1090,控,kòng,"(控訴 kòngsù) accuse, (Equivalent:  控製 kòngzhì) control",t,
5214,1091,胸,xiōng,"(胸膛, 胸脯) chest",s,
5215,1091,胸,xiōng,"(胸膛, 胸脯) chest",t,
5216,1091,胸怀,xiōng,") heart, mind",s,
5217,1091,胸懷,xiōng,"(胸懷) heart, mind",t,
5218,1092,戏,xì,"(戏剧 xìjù) drama, play",s,
5219,1092,戲,xì,"(戲劇 xìjù) drama, play",t,
5220,1092,游戏,xì, yóuxì game,s,
5221,1092,游戲,xì,游戲 yóuxì game,t,
5222,1093,篇,piān,"sheet of paper, piece of writing",s,
5223,1093,篇,piān,"sheet of paper, piece of writing",t,
5224,1094,趣,qù,"interest, fun",s,
5225,1094,趣,qù,"interest, fun",t,
5226,1094,兴趣,qù, interest,s,
5227,1094,興趣,qù,興趣 interest,t,
5228,1094,趣味,qù," interest, taste",s,
5229,1094,趣味,qù,"趣味 interest, taste",t,
5230,1095,束,shù,bundle,s,
5231,1095,束,shù,bundle,t,
5232,1095,束缚,shù, shùfù tie up,s,
5233,1095,束縛,shù,束縛 shùfù tie up,t,
5234,1095,结束,shù, jiéshù finish,s,
5235,1095,結束,shù,結束 jiéshù finish,t,
5236,1096,谓,wèi,call,s,
5237,1096,謂,wèi,call,t,
5238,1096,所谓,wèi, so-called,s,
5239,1096,所謂,wèi,所謂 so-called,t,
5240,1097,概,gài,"大概 roughly, most likely",s,
5241,1097,概,gài,"大概 roughly, most likely",t,
5242,1097,概念,gài, concept,s,
5243,1097,概唸,gài,概唸 concept,t,
5244,1097,气概,gài, spirit,s,
5245,1097,氣概,gài,氣概 spirit,t,
5246,1098,射,shè,"shoot, fire, send out",s,
5247,1098,射,shè,"shoot, fire, send out",t,
5248,1098,注射,shè, inject,s,
5249,1098,註射,shè,註射 inject,t,
5250,1098,射箭,shè, archery,s,
5251,1098,射箭,shè,射箭 archery,t,
5252,1099,课,kè,lesson,s,
5253,1099,課,kè,lesson,t,
5254,1099,课本,kè, kèběn textbook,s,
5255,1099,課本,kè,課本 kèběn textbook,t,
5256,1100,洞,dòng,"hole, cave",s,
5257,1100,洞,dòng,"hole, cave",t,
5258,1101,麻,má,"hemp, (Equivalent:  芝麻 zhīma) sesame",s,
5259,1101,麻,má,"hemp, (Equivalent:  芝麻 zhīma) sesame",t,
5260,1101,麻烦,má, máfan bother,s,
5261,1101,麻煩,má,麻煩 máfan bother,t,
5262,1101,麻麻黑,mā, māmahēi dusk,s,
5263,1101,麻麻黑,mā,麻麻黑 māmahēi dusk,t,
5264,1101,乱麻麻,mā," luànmāmā messy, disorderly",s,
5265,1101,亂麻麻,mā,"亂麻麻 luànmāmā messy, disorderly",t,
5266,1102,杯,bēi,cup,s,
5267,1102,杯,bēi,cup,t,
5268,1102,干杯,bēi, gānbēi cheers,s,
5269,1102,乾杯,bēi,乾杯 gānbēi cheers,t,
5270,1103,透,tòu,"penetrate, thorough",s,
5271,1103,透,tòu,"penetrate, thorough",t,
5272,1103,透镜,tòu, tòujìng lens,s,
5273,1103,透鏡,tòu,透鏡 tòujìng lens,t,
5274,1103,透明,tòu, transparent,s,
5275,1103,透明,tòu,透明 transparent,t,
5276,1104,邮,yóu,邮局 yóujú post office,s,
5277,1104,郵,yóu,郵局 yóujú post office,t,
5278,1104,邮票,yóu, yóupiào stamp,s,
5279,1104,郵票,yóu,郵票 yóupiào stamp,t,
5280,1105,荣,róng,"(Equivalent:  光荣 guāngróng, =荣誉 róngyù) glory, honor",s,
5281,1105,榮,róng,"(Equivalent:  光榮 guāngróng, =榮譽 róngyù) glory, honor",t,
5282,1106,懂,dǒng,understand,s,
5283,1106,懂,dǒng,understand,t,
5284,1107,拥,yōng,"embrace, crowd",s,
5285,1107,擁,yōng,"embrace, crowd",t,
5286,1107,拥护,yōng, yōnghù support,s,
5287,1107,擁護,yōng,擁護 yōnghù support,t,
5288,1107,拥挤,yōng, yōngjǐ crowded,s,
5289,1107,擁擠,yōng,擁擠 yōngjǐ crowded,t,
5290,1108,献,xiàn,donate,s,
5291,1108,獻,xiàn,donate,t,
5292,1108,贡献,xiàn, gòngxiàn contribution,s,
5293,1108,貢獻,xiàn,貢獻 gòngxiàn contribution,t,
5294,1109,洗,xǐ,wash,s,
5295,1109,洗,xǐ,wash,t,
5296,1109,洗澡,xǐ," xǐzǎo bath, shower",s,
5297,1109,洗澡,xǐ,"洗澡 xǐzǎo bath, shower",t,
5298,1109,洗,Xiǎn,<family name>,s,
5299,1109,洗,Xiǎn,<family name>,t,
5300,1110,休,xiū,"stop, (Equivalent:  休息 xiūxi) rest",s,
5301,1110,休,xiū,"stop, (Equivalent:  休息 xiūxi) rest",t,
5302,1110,退休,xiū, retire,s,
5303,1110,退休,xiū,退休 retire,t,
5304,1110,休养所,xiū, rest home,s,
5305,1110,休養所,xiū,休養所 rest home,t,
5306,1111,迫,pò,compel,s,
5307,1111,迫,pò,compel,t,
5308,1111,压迫,pò, yāpò oppress,s,
5309,1111,壓迫,pò,壓迫 yāpò oppress,t,
5310,1111,被迫,pò, bèipò be compelled,s,
5311,1111,被迫,pò,被迫 bèipò be compelled,t,
5312,1111,迫击炮,pǎi, pǎijīpào mortar,s,
5313,1111,迫擊炮,pǎi,迫擊炮 pǎijīpào mortar,t,
5314,1112,叹,tàn,sigh,s,
5315,1112,嘆,tàn,sigh,t,
5316,1113,狗,gǒu,dog,s,
5317,1113,狗,gǒu,dog,t,
5318,1113,猎狗,gǒu, liègǒu hound,s,
5319,1113,獵狗,gǒu,獵狗 liègǒu hound,t,
5320,1113,疯狗,gǒu, fēnggǒu mad dog,s,
5321,1113,瘋狗,gǒu,瘋狗 fēnggǒu mad dog,t,
5322,1114,偷,tōu,steal,s,
5323,1114,偷,tōu,steal,t,
5324,1114,小偷,tōu, xiǎotōu thief,s,
5325,1114,小偷,tōu,小偷 xiǎotōu thief,t,
5326,1115,阴,yīn,opposite of 阳 yáng,s,
5327,1115,陰,yīn,opposite of 陽 yáng,t,
5328,1115,阴沉/阴天,yīn, cloudy,s,
5329,1115,陰沉/陰天,yīn,"陰沉, 陰天 cloudy",t,
5330,1115,阴暗,yīn, gloomy,s,
5331,1115,陰暗,yīn,陰暗 gloomy,t,
5332,1116,汽,qì,"vapor, steam",s,
